id,carat,cut,color,clarity,size
375,1.03,4,4,2,165.41322600000004
376,0.56,3,5,2,92.5015
377,1.03,3,4,4,172.22436
378,1.03,2,3,2,169.1898
379,1.06,3,3,4,171.77556799999996
380,0.27,3,2,5,44.261568
381,0.36,3,5,2,58.814424
382,0.23,2,6,5,38.873688
383,1.0,2,3,3,160.68293999999997
384,2.14,1,4,1,338.6736
385,1.0,4,3,6,158.60864
386,0.42,3,3,2,69.58049799999999
387,0.37,4,6,3,59.717277
388,0.32,2,2,2,52.15595
389,0.9,3,1,1,146.27536
390,0.9,4,5,4,148.204232
391,0.3,2,3,6,48.907725
392,2.0,4,1,4,324.36756
393,0.27,3,5,6,44.821245000000005
394,0.33,3,5,4,55.06875000000001
395,0.71,3,2,3,115.5704
396,1.06,3,3,4,172.89667200000002
397,0.25,3,4,3,41.333292
398,1.05,4,3,1,173.324484
399,1.04,4,5,5,167.29236
400,0.34,4,5,4,56.765436
401,2.01,0,3,2,323.60097
402,1.2,2,2,2,198.79776
403,2.02,2,1,3,328.7776
404,0.56,3,2,2,91.33437
405,0.9,2,1,2,148.322304
406,0.93,4,3,1,152.195472
407,1.07,4,4,1,178.65526400000002
408,1.01,3,3,3,164.708796
409,1.01,2,3,2,159.57018
410,1.01,0,5,5,162.788535
411,0.41,2,5,5,67.0358
412,0.63,2,3,5,101.427712
413,1.07,1,4,2,170.54723
414,1.01,4,3,2,161.240148
415,0.3,3,4,6,50.988456000000006
416,0.36,4,3,7,57.357954
417,0.4,4,4,2,65.44044
418,0.54,3,1,2,90.3672
419,0.52,3,3,4,86.269264
420,1.07,3,0,2,176.10912
421,1.06,3,3,4,173.06067199999998
422,0.35,4,2,6,56.391972
423,0.5,2,6,4,81.96669
424,0.92,0,5,2,146.31006
425,0.3,2,4,1,48.24515
426,0.5,3,6,3,82.35212800000001
427,1.05,4,3,2,167.342112
428,1.25,3,2,1,203.698716
429,1.1,3,4,3,179.302038
430,0.56,3,1,6,92.96053
431,0.72,2,1,3,117.213096
432,1.18,2,4,2,193.414545
433,0.9,0,2,2,140.466456
434,0.36,4,1,7,58.526904
435,0.25,2,5,6,42.232554
436,0.3,0,2,6,50.828778
437,1.51,2,1,4,241.527104
438,0.26,2,5,6,42.34377
439,0.74,2,1,4,121.02164
440,0.5,3,3,5,81.22622
441,0.3,3,2,6,49.183134
442,1.11,2,4,6,180.446721
443,0.3,4,4,5,48.96797
444,1.05,0,2,2,170.576878
445,0.63,4,6,4,102.564
446,0.51,0,3,5,83.681871
447,0.52,3,3,1,88.596288
448,1.05,4,5,3,172.16549999999998
449,0.41,1,1,4,65.233476
450,0.5,1,5,1,76.33725
451,1.46,2,4,2,229.858366
452,1.02,4,2,1,167.473656
453,0.35,4,6,2,57.80509599999999
454,0.41,4,4,5,66.38413100000001
455,0.53,3,3,5,87.57112000000001
456,0.4,4,4,2,65.465232
457,0.28,2,2,3,46.81034999999999
458,1.0,3,3,2,164.19249000000002
459,0.7,3,6,5,113.460876
460,0.89,3,4,2,145.56681
461,1.2,2,6,2,193.58595000000005
462,0.4,4,6,2,65.70588000000001
463,0.72,3,4,3,119.962744
464,1.25,2,2,2,202.472985
465,0.42,3,4,5,68.81996000000001
466,1.01,3,1,2,167.473656
467,1.5,4,4,1,246.935744
468,1.01,2,2,2,162.15519600000002
469,0.51,2,6,3,82.19033600000002
470,1.13,3,3,1,184.494201
471,1.12,4,2,1,181.917776
472,0.9,2,2,1,142.43932800000002
473,1.21,2,3,5,206.083485
474,0.47,0,5,2,78.39719999999998
475,1.22,4,0,4,201.4585
476,1.0,3,3,1,159.97490599999998
477,1.03,2,2,2,163.662043
478,0.31,3,3,4,50.34096
479,0.38,3,0,5,63.34848
480,0.42,2,1,4,68.37312
481,0.72,4,2,6,117.6519
482,0.7,3,6,4,115.771392
483,0.46,1,3,2,71.91167999999999
484,0.5,2,2,3,83.22048
485,1.33,1,3,1,205.72902
486,0.72,2,0,2,119.743304
487,0.58,2,5,7,95.350257
488,1.53,3,2,5,247.68324
489,0.52,3,5,3,85.86336
490,0.31,4,6,2,50.406396
491,0.79,3,1,4,128.75068800000005
492,0.54,3,6,2,88.41315000000002
493,0.35,3,5,4,57.15539999999999
494,1.02,2,1,3,170.05919400000002
495,1.25,4,3,1,203.91686400000003
496,0.41,3,3,6,67.803344
497,1.01,4,6,2,163.0608
498,1.5,3,5,3,240.26355
499,1.01,3,2,3,162.56
500,0.7,2,5,3,116.25049799999998
501,2.02,0,4,1,321.913176
502,0.91,2,5,1,149.99635200000003
503,0.6,2,6,2,97.68064
504,0.41,4,4,4,67.377204
505,1.2,4,2,2,195.24432
506,0.3,3,1,4,48.954640000000005
507,1.2,3,4,3,197.9376
508,1.08,4,2,2,175.63087999999996
509,0.9,0,2,1,138.4866
510,0.55,2,1,3,91.97496
511,2.19,0,1,1,352.52135100000004
512,1.51,4,0,3,245.53475200000003
513,0.31,2,5,6,51.22656000000001
514,1.0,2,5,4,165.068397
515,0.73,2,5,1,121.767867
516,1.01,1,6,2,147.798396
517,0.33,4,2,5,53.36044999999999
518,1.11,3,3,4,182.5824
519,0.52,2,6,4,87.20408
520,0.31,4,2,7,50.59518400000001
521,0.73,3,3,4,120.86543
522,0.56,3,6,3,91.22686199999998
523,1.12,4,2,1,180.79754
524,1.0,3,5,2,167.543244
525,0.87,4,4,1,141.20157999999998
526,0.75,4,5,2,128.0208
527,1.01,2,4,2,161.474661
528,0.35,3,0,7,59.963192
529,0.42,3,5,2,67.737306
530,0.31,4,4,6,49.437424
531,0.57,3,3,5,92.65672
532,1.5,4,2,1,243.006848
533,0.53,4,4,3,86.29764
534,0.55,3,3,5,90.6444
535,1.66,4,6,2,269.686
536,1.1,3,4,5,181.24176
537,0.9,0,2,3,136.79657999999998
538,1.59,4,0,3,257.94731
539,2.2,3,0,2,363.221172
540,0.73,3,3,3,120.430842
541,0.42,0,6,1,67.554784
542,1.13,3,5,5,188.103096
543,1.16,4,3,1,184.721832
544,0.92,3,6,1,153.30424
545,0.31,3,2,1,52.31512
546,0.53,3,5,3,87.024
547,0.27,2,4,4,44.99352
548,0.33,3,6,3,54.359865000000006
549,1.14,3,3,1,188.79927
550,0.31,3,6,2,51.23174400000001
551,1.09,3,6,1,176.380032
552,0.53,3,3,7,86.79711599999999
553,0.23,1,3,5,36.164763
554,0.32,0,4,2,53.26156
555,0.4,3,2,2,64.25370000000001
556,0.72,4,1,5,117.29310000000002
557,1.91,1,1,4,306.25938
558,0.87,4,0,2,143.200764
559,0.53,3,6,3,87.52640000000001
560,0.7,0,6,5,113.991834
561,0.4,2,0,2,67.412488
562,1.01,2,3,5,163.11551999999998
563,1.14,3,3,3,184.945152
564,0.32,2,5,2,52.827504
565,0.37,3,5,3,60.012414
566,0.77,0,4,3,125.322708
567,0.4,0,4,6,63.715938
568,1.12,2,2,2,181.919586
569,0.71,3,5,4,117.98425
570,0.35,3,4,3,58.97437
571,1.2,4,3,4,193.036008
572,0.3,3,2,3,49.552932
573,1.2,4,3,5,187.6896
574,0.9,3,5,1,149.66721
575,0.33,4,5,4,55.237578
576,1.0,4,5,3,152.77875
577,0.53,3,3,4,87.90728800000001
578,1.03,3,2,3,167.241648
579,2.0,1,0,2,308.89391
580,1.22,4,5,0,200.726064
581,0.7,2,5,2,113.654016
582,0.9,4,6,1,145.99116
583,0.91,2,3,2,144.610704
584,0.28,2,4,4,47.18142000000001
585,0.23,0,5,6,37.7325
586,0.33,3,3,5,54.80353
587,1.2,2,2,3,190.61259200000003
588,0.4,3,0,5,67.26118000000001
589,0.56,2,5,3,91.525464
590,0.91,4,3,2,146.18304000000003
591,1.51,3,5,3,249.944706
592,1.37,4,2,4,224.509264
593,1.2,2,2,1,193.239
594,0.42,3,3,2,69.80799
595,0.7,3,6,2,114.965312
596,0.33,3,3,3,54.136372
597,0.72,2,6,4,118.37972
598,0.57,3,6,2,93.70632
599,0.44,2,0,4,71.68111200000001
600,1.53,2,2,2,251.733888
601,0.24,0,5,5,37.8378
602,0.33,3,3,3,54.86959600000001
603,0.55,3,1,4,91.267312
604,0.35,3,5,2,57.678884
605,1.03,4,1,4,168.944265
606,0.33,3,3,6,54.700800000000015
607,1.51,0,2,3,238.78968
608,2.1,0,2,2,336.64005000000003
609,0.75,2,4,2,124.06035599999998
610,0.42,3,4,2,69.28653600000001
611,0.8,3,4,2,133.741524
612,0.52,4,3,4,86.19424000000001
613,0.5,2,3,4,84.258108
614,2.06,3,1,3,343.59231400000004
615,0.93,4,4,2,149.386984
616,0.7,3,3,2,117.597216
617,1.01,3,4,2,166.4036
618,0.32,3,3,2,53.21316
619,0.28,3,4,5,46.106236
620,0.91,0,6,2,143.562006
621,0.42,3,3,5,67.377204
622,0.25,2,5,7,42.84049
623,0.51,3,6,2,82.2528
624,0.72,3,5,3,118.747788
625,1.11,4,3,3,180.8933
626,0.31,3,3,6,52.43348
627,0.27,0,6,5,44.87138999999999
628,0.55,4,3,1,91.81991
629,1.02,1,2,1,169.442
630,1.0,1,3,4,160.5208
631,0.7,3,4,2,116.794944
632,1.52,4,3,6,247.85877600000003
633,0.59,4,3,0,97.36316
634,0.71,3,3,2,118.265382
635,1.07,4,2,2,167.96443499999998
636,1.51,4,3,3,245.978304
637,0.91,2,3,2,142.45329999999998
638,0.71,3,6,1,116.173376
639,0.3,3,4,6,50.43346499999999
640,0.6,2,6,2,98.99712000000002
641,0.31,0,5,2,51.253344000000006
642,0.34,3,5,3,55.79543399999999
643,0.39,3,2,5,64.00836
644,0.33,4,3,4,53.01715200000001
645,0.34,2,5,1,54.926684
646,1.0,4,6,2,159.99667200000002
647,1.33,3,2,3,214.618248
648,1.3,3,2,3,213.384402
649,0.63,3,3,3,103.0029
650,0.63,3,4,5,102.243648
651,0.39,2,5,3,64.03152
652,0.39,4,6,3,64.528464
653,1.28,4,5,4,209.035644
654,0.31,4,3,4,51.88806
655,0.35,4,5,4,56.12085
656,1.01,2,5,3,163.26739
657,0.91,0,6,1,140.94772199999997
658,0.83,3,5,1,138.189816
659,1.23,3,2,2,194.548032
660,0.32,3,3,3,53.37728000000001
661,0.43,2,4,2,69.2634
662,1.14,0,3,3,185.73282
663,0.69,3,4,2,115.24312799999998
664,0.38,2,4,3,62.99363000000001
665,1.73,2,1,2,275.18809500000003
666,0.71,0,5,1,115.6302
667,1.0,1,5,2,161.24742399999997
668,1.13,2,2,2,184.89660000000003
669,0.92,4,5,2,148.615404
670,1.01,2,3,2,162.9664
671,1.01,4,3,3,163.27313199999998
672,0.3,4,3,5,50.37438
673,0.33,3,1,7,54.54676500000001
674,0.3,3,4,7,48.42875
675,1.2,4,3,2,195.29910000000004
676,0.7,4,2,2,115.04165399999998
677,2.0,3,3,1,326.5008
678,0.5,4,6,3,81.14995200000001
679,0.59,4,4,2,95.597814
680,0.57,3,4,3,94.27704
681,0.32,0,4,3,52.53526600000001
682,0.57,3,2,7,93.22169999999998
683,0.39,2,3,3,62.11567000000001
684,0.31,2,4,3,52.54871500000001
685,1.11,4,2,2,182.143108
686,0.41,4,3,2,65.80224
687,1.0,3,5,3,163.27472399999996
688,0.55,3,2,7,90.9216
689,1.67,2,1,4,273.25988
690,0.55,4,3,3,89.025583
691,1.0,0,6,3,156.78144
692,0.33,4,2,4,54.531528
693,1.0,3,3,4,161.592895
694,1.2,4,2,1,189.108
695,1.2,4,4,3,185.123004
696,0.34,3,6,5,56.591931
697,0.54,3,6,3,88.48683199999999
698,1.03,4,2,3,168.50268000000003
699,0.53,2,1,4,87.42195
700,1.01,4,4,4,161.748792
701,1.16,2,4,3,185.15651000000005
702,1.52,0,5,4,241.49895
703,0.31,2,3,7,50.59518400000001
704,0.8,0,2,3,128.170368
705,2.03,2,0,5,312.836
706,0.74,3,4,2,120.99906
707,1.01,0,3,1,162.64151199999998
708,1.02,3,3,1,170.914842
709,1.0,2,1,2,158.71841999999998
710,1.5,1,4,1,235.724775
711,1.04,3,4,3,170.95017600000003
712,0.3,2,5,5,50.2599
713,2.0,2,1,1,324.39916800000003
714,1.03,4,5,1,166.66320000000002
715,0.25,4,3,1,87.80428800000001
716,1.21,4,1,1,195.232856
717,0.59,2,5,1,99.03288299999998
718,0.57,3,4,7,93.529856
719,1.02,0,1,1,165.51808
720,1.0,2,5,3,162.738048
721,0.25,4,2,6,40.616972
722,0.5,2,3,2,82.06308
723,1.02,2,6,1,165.36838500000002
724,0.3,3,5,6,48.699552
725,0.32,3,5,4,53.21316
726,0.51,3,4,3,82.482554
727,1.2,2,2,2,194.497
728,0.39,2,4,3,66.215232
729,1.21,3,2,3,197.558352
730,0.57,4,2,2,94.93848
731,1.29,3,0,4,208.179896
732,0.9,2,6,2,146.17258500000003
733,0.32,4,2,3,51.989453
734,0.34,4,6,2,54.83565
735,0.25,4,5,6,40.88555899999999
736,0.43,2,3,3,71.183816
737,0.42,3,3,7,68.94528
738,1.1,0,1,2,180.991888
739,0.82,3,5,2,135.85033
740,1.01,1,0,3,164.685048
741,0.31,4,2,5,50.62094999999999
742,0.7,2,4,3,116.024916
743,1.01,1,4,2,147.25799999999998
744,1.42,4,3,4,236.2023
745,0.3,3,4,3,50.79668999999999
746,1.86,4,3,1,302.55420000000004
747,1.13,2,5,1,191.15938800000004
748,1.0,3,5,3,162.35632600000002
749,1.0,3,3,2,162.5616
750,0.3,2,2,6,48.58570399999999
751,1.02,3,5,1,167.65775000000002
752,1.0,1,0,4,161.83125
753,1.13,2,1,1,188.73668
754,0.53,3,1,1,88.961328
755,0.3,4,3,5,49.039848000000006
756,0.31,4,5,3,50.03282999999999
757,1.01,4,5,1,166.552221
758,2.09,4,2,1,340.4222639999999
759,0.33,3,3,7,55.6416
760,0.58,3,3,5,94.562728
761,0.32,3,3,5,51.514932
762,0.32,3,3,2,53.66450400000001
763,2.36,3,1,1,389.7910240000001
764,0.34,3,6,3,55.979022
765,1.15,4,2,2,191.438046
766,1.23,4,3,1,197.4992
767,2.02,0,2,1,335.652534
768,0.28,2,5,6,45.360224
769,2.01,3,1,2,315.86544
770,1.25,3,5,3,206.57407200000003
771,0.36,3,1,6,60.617812
772,0.7,2,4,1,116.02055
773,0.31,3,4,3,50.913464000000005
774,0.36,4,5,1,58.568206
775,0.56,1,4,3,90.92757600000002
776,0.79,4,6,2,127.780016
777,1.0,0,3,1,158.54075999999998
778,1.11,3,1,4,182.77801
